name,condition,sector,account_type,account_category,notes,model_name,model_family,experiment_role,acf1,cv,trend_strength,seasonality_strength,n_weeks,n_externals_selected,mae_baseline,mae_with_externals,r2_baseline,r2_with_externals,rmse_baseline,rmse_with_externals,rmse_lift_pct,mae_lift_pct,r2_gain
EXP1_A_clean_AGR_001,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,holt_winters,statistical,calibration,0.0,0.4721211817725564,0.0013467197729472248,0.16055394248178753,104,0,9591.83792755757,,-0.902262545974262,,13867.574743800717,,,,
EXP1_A_clean_AGR_001,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,holt_winters,statistical,calibration,0.0,0.4721211817725564,0.0013467197729472248,0.16055394248178753,104,7,,8040.568008303014,,-0.00026966236550585165,,9842.035903723467,,,
EXP1_A_clean_AGR_001,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,lgbm,ml,calibration,0.0,0.4721211817725564,0.0013467197729472248,0.16055394248178753,104,0,7475.329687021255,,-0.45416531103423025,,9930.819623618963,,,,
EXP1_A_clean_AGR_001,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,lgbm,ml,calibration,0.0,0.4721211817725564,0.0013467197729472248,0.16055394248178753,104,9,,5780.676437443527,,0.2592832396573767,,6968.718203223237,,,
EXP1_A_clean_AGR_001,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,rf,ml,calibration,0.0,0.4721211817725564,0.0013467197729472248,0.16055394248178753,104,0,9366.939828985092,,-1.0026973964087347,,11753.222501423377,,,,
EXP1_A_clean_AGR_001,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,rf,ml,calibration,0.0,0.4721211817725564,0.0013467197729472248,0.16055394248178753,104,9,,6756.24083200107,,-0.06211606202221387,,8381.113539215783,,,
EXP1_A_clean_AGR_001,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,ridge,ml,calibration,0.0,0.4721211817725564,0.0013467197729472248,0.16055394248178753,104,0,7417.780166743788,,-0.24587021626343808,,9121.35687463559,,,,
EXP1_A_clean_AGR_001,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,ridge,ml,calibration,0.0,0.4721211817725564,0.0013467197729472248,0.16055394248178753,104,9,,6626.988273840324,,0.05408518554690648,,8002.653951712953,,,
EXP1_A_clean_AGR_001,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,sarima,statistical,calibration,0.0,0.4721211817725564,0.0013467197729472248,0.16055394248178753,104,0,15346.025470974615,,-2.349163000358306,,18384.38283561406,,,,
EXP1_A_clean_AGR_001,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,sarima,statistical,calibration,0.0,0.4721211817725564,0.0013467197729472248,0.16055394248178753,104,7,,16622.825039533367,,-3.2059435518458597,,20053.85929636594,,,
EXP1_A_clean_AGR_002,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,holt_winters,statistical,calibration,0.0,0.3892414210487944,0.0029871975285395403,0.45277340335602073,104,0,12461.847725106512,,-0.6500970642538095,,14114.627922461703,,,,
EXP1_A_clean_AGR_002,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,holt_winters,statistical,calibration,0.0,0.3892414210487944,0.0029871975285395403,0.45277340335602073,104,7,,9938.654654172524,,0.0829143097984712,,12601.082093161387,,,
EXP1_A_clean_AGR_002,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,lgbm,ml,calibration,0.0,0.3892414210487944,0.0029871975285395403,0.45277340335602073,104,0,9664.092586580655,,-0.04203015380984424,,12692.498958304022,,,,
EXP1_A_clean_AGR_002,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,lgbm,ml,calibration,0.0,0.3892414210487944,0.0029871975285395403,0.45277340335602073,104,9,,9687.949783831951,,-0.2644660936959644,,12631.678762996764,,,
EXP1_A_clean_AGR_002,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,rf,ml,calibration,0.0,0.3892414210487944,0.0029871975285395403,0.45277340335602073,104,0,11324.59837019279,,-0.3706955127528029,,14169.344650444104,,,,
EXP1_A_clean_AGR_002,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,rf,ml,calibration,0.0,0.3892414210487944,0.0029871975285395403,0.45277340335602073,104,9,,8411.415135201902,,0.10093946227630135,,11557.194021905852,,,
EXP1_A_clean_AGR_002,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,ridge,ml,calibration,0.0,0.3892414210487944,0.0029871975285395403,0.45277340335602073,104,0,13145.917818528062,,-0.9446995740254804,,15810.086617185712,,,,
EXP1_A_clean_AGR_002,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,ridge,ml,calibration,0.0,0.3892414210487944,0.0029871975285395403,0.45277340335602073,104,9,,12630.874650017242,,-0.9663521707079227,,15200.573948226185,,,
EXP1_A_clean_AGR_002,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,sarima,statistical,calibration,0.0,0.3892414210487944,0.0029871975285395403,0.45277340335602073,104,0,14820.969737072248,,-3.39460477464973,,16966.66879513375,,,,
EXP1_A_clean_AGR_002,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,sarima,statistical,calibration,0.0,0.3892414210487944,0.0029871975285395403,0.45277340335602073,104,7,,22631.92880560663,,-6.615265839227511,,25461.47652100734,,,
EXP1_A_clean_AGR_003,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,holt_winters,statistical,calibration,0.0,0.42722059723658645,0.013073216829366206,0.4096856249284288,104,0,12763.972682024867,,-1.0969436011813987,,14400.771033110022,,,,
EXP1_A_clean_AGR_003,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,holt_winters,statistical,calibration,0.0,0.42722059723658645,0.013073216829366206,0.4096856249284288,104,7,,11968.869588678197,,-1.0373128078265101,,14204.886433660555,,,
EXP1_A_clean_AGR_003,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,lgbm,ml,calibration,0.0,0.42722059723658645,0.013073216829366206,0.4096856249284288,104,0,9468.406565406318,,-0.5166326859287304,,11470.213175421371,,,,
EXP1_A_clean_AGR_003,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,lgbm,ml,calibration,0.0,0.42722059723658645,0.013073216829366206,0.4096856249284288,104,9,,9026.785809173716,,-0.46999992642567084,,11081.097226935453,,,
EXP1_A_clean_AGR_003,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,rf,ml,calibration,0.0,0.42722059723658645,0.013073216829366206,0.4096856249284288,104,0,9165.610273216998,,-0.43319743632292756,,11181.34849408501,,,,
EXP1_A_clean_AGR_003,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,rf,ml,calibration,0.0,0.42722059723658645,0.013073216829366206,0.4096856249284288,104,9,,7998.416507331421,,-0.13746308171290963,,9757.654733575835,,,
EXP1_A_clean_AGR_003,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,ridge,ml,calibration,0.0,0.42722059723658645,0.013073216829366206,0.4096856249284288,104,0,8584.894180265082,,-0.059110300075749835,,9796.312553351725,,,,
EXP1_A_clean_AGR_003,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,ridge,ml,calibration,0.0,0.42722059723658645,0.013073216829366206,0.4096856249284288,104,9,,8592.298986051015,,-0.02721814033978905,,9500.42873489826,,,
EXP1_A_clean_AGR_003,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,sarima,statistical,calibration,0.0,0.42722059723658645,0.013073216829366206,0.4096856249284288,104,0,10325.21347656327,,-0.307039882467842,,11894.246018516274,,,,
EXP1_A_clean_AGR_003,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,sarima,statistical,calibration,0.0,0.42722059723658645,0.013073216829366206,0.4096856249284288,104,7,,20756.943805626295,,-3.9180442261370496,,21412.46261564352,,,
EXP1_A_clean_AGR_004,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,holt_winters,statistical,calibration,0.0,0.455351334856112,0.006042160535884175,0.319000339442879,104,0,14250.87701814533,,-0.9474656402571706,,17550.120478788507,,,,
EXP1_A_clean_AGR_004,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,holt_winters,statistical,calibration,0.0,0.455351334856112,0.006042160535884175,0.319000339442879,104,7,,16837.21810663407,,-1.0207828018855714,,19516.077423940213,,,
EXP1_A_clean_AGR_004,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,lgbm,ml,calibration,0.0,0.455351334856112,0.006042160535884175,0.319000339442879,104,0,13186.001031357397,,-0.1686540794460517,,15314.392871111064,,,,
EXP1_A_clean_AGR_004,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,lgbm,ml,calibration,0.0,0.455351334856112,0.006042160535884175,0.319000339442879,104,9,,15350.42803729747,,-0.9430260356031349,,18939.164740399883,,,
EXP1_A_clean_AGR_004,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,rf,ml,calibration,0.0,0.455351334856112,0.006042160535884175,0.319000339442879,104,0,14960.914473813084,,-0.5254121256524938,,17353.248241127538,,,,
EXP1_A_clean_AGR_004,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,rf,ml,calibration,0.0,0.455351334856112,0.006042160535884175,0.319000339442879,104,9,,13902.7981142261,,-0.5242733739103399,,16606.476239939264,,,
EXP1_A_clean_AGR_004,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,ridge,ml,calibration,0.0,0.455351334856112,0.006042160535884175,0.319000339442879,104,0,11177.966782689507,,-0.16715777195084533,,14157.222117098232,,,,
EXP1_A_clean_AGR_004,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,ridge,ml,calibration,0.0,0.455351334856112,0.006042160535884175,0.319000339442879,104,9,,15620.093911823831,,-0.8428431704492066,,18020.14131868233,,,
EXP1_A_clean_AGR_004,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,sarima,statistical,calibration,0.0,0.455351334856112,0.006042160535884175,0.319000339442879,104,0,14666.141008581624,,-1.0109985204711687,,17386.47365113741,,,,
EXP1_A_clean_AGR_004,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,sarima,statistical,calibration,0.0,0.455351334856112,0.006042160535884175,0.319000339442879,104,7,,19603.718679991143,,-1.8306181476830836,,23262.96933780713,,,
EXP1_A_clean_AGR_005,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,holt_winters,statistical,calibration,0.0,0.48989968979496706,1.3847976033736492e-05,0.06322703197607411,104,0,11677.19367054222,,-0.20555222199662793,,14466.051456779092,,,,
EXP1_A_clean_AGR_005,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,holt_winters,statistical,calibration,0.0,0.48989968979496706,1.3847976033736492e-05,0.06322703197607411,104,7,,13301.93708761128,,-0.6521945013532664,,15246.505952299929,,,
EXP1_A_clean_AGR_005,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,lgbm,ml,calibration,0.0,0.48989968979496706,1.3847976033736492e-05,0.06322703197607411,104,0,10792.467669492064,,-0.1858295285680802,,13034.501469607152,,,,
EXP1_A_clean_AGR_005,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,lgbm,ml,calibration,0.0,0.48989968979496706,1.3847976033736492e-05,0.06322703197607411,104,9,,11118.429192591006,,-0.42990683194996704,,12944.978710210702,,,
EXP1_A_clean_AGR_005,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,rf,ml,calibration,0.0,0.48989968979496706,1.3847976033736492e-05,0.06322703197607411,104,0,11701.99227584112,,-0.2608308467755818,,13610.035343117948,,,,
EXP1_A_clean_AGR_005,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,rf,ml,calibration,0.0,0.48989968979496706,1.3847976033736492e-05,0.06322703197607411,104,9,,11766.950607237217,,-0.5565835511991736,,13949.939826873886,,,
EXP1_A_clean_AGR_005,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,ridge,ml,calibration,0.0,0.48989968979496706,1.3847976033736492e-05,0.06322703197607411,104,0,11660.674517346226,,-0.4648344332166335,,14523.276515435733,,,,
EXP1_A_clean_AGR_005,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,ridge,ml,calibration,0.0,0.48989968979496706,1.3847976033736492e-05,0.06322703197607411,104,9,,10668.680084984451,,-0.26154712106007083,,13551.612685519483,,,
EXP1_A_clean_AGR_005,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,sarima,statistical,calibration,0.0,0.48989968979496706,1.3847976033736492e-05,0.06322703197607411,104,0,12424.330715304752,,-0.33094934067357584,,14554.809906348484,,,,
EXP1_A_clean_AGR_005,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,sarima,statistical,calibration,0.0,0.48989968979496706,1.3847976033736492e-05,0.06322703197607411,104,7,,19460.88975824946,,-2.6955142185464323,,23014.155166883684,,,
EXP1_A_clean_AGR_006,A_clean,agriculture,normal,D_volatile,agriculture|normal|A_clean,holt_winters,statistical,calibration,0.0,0.43791987674480065,0.00010873973675677086,0.19062568154526524,104,0,20314.345904186346,,-0.3263310759901765,,26389.98386357163,,,,
